feat_id,split_count
33,237
70,129
12,117
8,117
31,116
39,110
2,93
14,89
47,79
22,74
9,69
5,63
30,57
66,54
35,53
65,46
0,43
26,40
68,35
43,27
25,27
10,26
3,26
7,26
11,25
27,24
13,22
42,22
38,21
6,20
32,15
21,15
57,14
62,10
1,8
49,6
15,5
34,4
20,4
4,4
44,3
16,2
64,1
19,0
28,0
69,0
71,0
24,0
67,0
18,0
17,0
29,0
41,0
36,0
23,0
37,0
46,0
45,0
40,0
48,0
52,0
53,0
50,0
51,0
55,0
54,0
58,0
56,0
59,0
60,0
61,0
63,0
