query_idx,cost_thresh_lat,hybrid_opt_lat,lgbm_kernel_lat,lgbm_kernel_mm1_lat
0,1.4972442388534546,1.3365525677800179,1.4029902443289757,1.3312180936336517
1,0.25746721029281616,0.19190016388893127,0.18397463858127594,0.20944426208734512
2,,,,
3,0.21071600914001465,0.23585424572229385,0.18504100292921066,0.18243005871772766
4,0.3506641611456871,0.37637581676244736,0.35241561383008957,0.31137849390506744
5,0.839319996535778,0.8680208697915077,0.8344161733984947,0.8254559710621834
6,1.695051148533821,1.6964621990919113,1.712333269417286,1.7685884535312653
7,0.8101670518517494,0.7535234987735748,0.7498626112937927,0.7471000179648399
8,1.5789697989821434,1.1554819867014885,1.3192212209105492,1.2271795570850372
9,0.25996383279561996,0.2633998245000839,0.2539697661995888,0.8633057624101639
10,0.15566395223140717,0.4434814602136612,0.14275755733251572,0.16186101734638214
11,0.5634155049920082,0.46589770913124084,0.4585340768098831,0.5712072849273682
12,0.8717569187283516,0.7912055999040604,0.8038133829832077,0.855220340192318
13,0.7801315560936928,0.7247592434287071,0.6995924934744835,0.6237742900848389
14,1.4156438410282135,1.3512250408530235,1.3538149893283844,1.433415748178959
15,0.14934753626585007,0.14610391110181808,0.1872563585639,0.152723029255867
16,0.17497661709785461,0.15743360668420792,0.15359465032815933,0.180819533765316
17,1.7346204742789268,1.780358225107193,1.69649388641119,1.7006022855639458
18,0.19188975542783737,0.18437162786722183,0.18630662560462952,0.18553754687309265
19,1.2640529796481133,1.203360766172409,1.2001726925373077,1.266816422343254
20,0.140275739133358,0.14576327800750732,0.1431439444422722,0.14426764100790024
21,0.21620365232229233,0.2153683379292488,0.21801099926233292,0.24773354083299637
22,1.4787036180496216,1.357655443251133,1.2939870655536652,1.3659211471676826
23,0.3170217126607895,0.28332724422216415,0.2907160148024559,0.2923832908272743
24,0.450942263007164,0.4227830693125725,0.40817587077617645,0.5174213573336601
25,0.14108672738075256,0.14498668909072876,0.14103393256664276,0.14920835196971893
26,1.665321908891201,1.453153796494007,1.3971844613552094,1.5121192634105682
27,0.19329935312271118,0.18816658854484558,0.18947847932577133,0.2428949475288391
28,0.7340759932994843,0.7397830933332443,0.7325660884380341,0.7598304599523544
29,0.22349806129932404,0.21836525201797485,0.21420466154813766,0.23030515015125275
30,0.8653426319360733,0.8570631667971611,0.7839404493570328,0.9222338795661926
31,0.21595698595046997,0.21709921956062317,0.21222885698080063,0.21437951177358627
32,,,,
33,0.4201047718524933,0.4118359461426735,0.4171203523874283,0.41533832997083664
34,0.1865292266011238,0.19656337052583694,0.18601612001657486,0.19054768979549408
35,0.1394672393798828,0.18640859425067902,0.1444762498140335,0.14666257798671722
36,0.5029609799385071,0.39586904644966125,0.3940641060471535,0.4019076004624367
37,0.4747038930654526,0.399162620306015,0.4078481048345566,0.41328150033950806
38,0.7667073011398315,0.7853838950395584,0.7401785627007484,0.7926218658685684
39,,,,
40,0.22037338465452194,0.17886701226234436,0.17681076377630234,0.20141709595918655
41,,,,
42,0.2846032604575157,0.2860145717859268,0.29003479331731796,0.27971409261226654
43,0.3186272978782654,0.3215411603450775,0.3290681019425392,0.3211618587374687
44,1.498826339840889,1.4006160646677017,1.3837851509451866,1.37706009298563
45,0.35651232302188873,0.3252300024032593,0.3171153962612152,0.3196365758776665
46,1.5194711312651634,1.3609477207064629,1.3770475536584854,1.4908065870404243
47,0.19215086847543716,0.19080183655023575,0.18376220762729645,0.19190968573093414
48,0.42674853652715683,0.4294283986091614,0.38620492815971375,0.4341503754258156
49,0.31508107483386993,0.3370289281010628,0.32548464834690094,0.31954434514045715
50,1.2208686619997025,1.2431527525186539,1.2735729962587357,1.2346675992012024
51,1.5010413378477097,1.329822227358818,1.3746908009052277,1.5541164353489876
52,1.712687686085701,1.7423455715179443,1.701916143298149,1.7445657402276993
53,0.4294067844748497,0.43405209481716156,0.4419373944401741,0.43447840958833694
54,0.6515378057956696,0.6675257235765457,0.6084454879164696,0.704902894794941
55,0.21818871051073074,0.21456890553236008,0.21376990526914597,0.21947671473026276
56,1.2392107173800468,1.2097773626446724,1.2267415821552277,1.2750321477651596
57,0.15525171160697937,0.21477250009775162,0.15937384217977524,0.18217290937900543
58,1.6968404799699783,1.7058143988251686,1.7008332386612892,1.718258559703827
59,1.5738284587860107,1.4764673486351967,1.4596193432807922,1.4897831603884697
60,0.19541282206773758,0.18574543297290802,0.18719251453876495,0.1926589533686638
61,0.18454036116600037,0.18471559137105942,0.18939100950956345,0.20213234424591064
62,,,,
63,0.1775742769241333,0.1843319609761238,0.19010915607213974,0.18643061071634293
64,0.21156882494688034,0.21109284460544586,0.24367330223321915,0.21934828162193298
65,1.5071004405617714,1.47755965590477,1.3835738748311996,1.5107820257544518
66,0.418418325483799,0.40495001524686813,0.392206035554409,0.4907625541090965
67,1.5162562653422356,1.4626345410943031,1.4125905185937881,1.4686113223433495
68,0.33902497589588165,0.31944503635168076,0.3411339819431305,0.38028060644865036
69,0.4315779134631157,0.4488201290369034,0.4634231850504875,0.43861980736255646
70,0.20542381703853607,0.19019713252782822,0.1875184401869774,0.2280000001192093
71,1.2270186990499496,1.316193163394928,1.0286265462636948,1.2604951485991478
72,0.3233042508363724,0.3251734897494316,0.34878045320510864,0.32146012783050537
73,1.5132654458284378,1.5015568435192108,1.4819046258926392,1.4668021723628044
74,0.4617833122611046,0.4735576882958412,0.46275459229946136,0.5072134807705879
75,0.4198874533176422,0.47489259392023087,0.4460970610380173,0.4944341629743576
76,0.32728609442710876,0.3807457461953163,0.33135986328125,0.34399014711380005
77,0.4684534892439842,0.41154056787490845,0.4192541465163231,0.4323548302054405
78,0.7431708946824074,0.7380027323961258,0.7361230179667473,0.782607726752758
79,0.35723645985126495,0.32454071193933487,0.3211168050765991,0.3237965553998947
80,0.8674907386302948,0.7703881412744522,0.7805398628115654,0.8635908216238022
81,1.4465133473277092,1.5582091361284256,1.4541418924927711,1.4406792670488358
82,0.2052343711256981,0.17973891645669937,0.17676641792058945,0.19631292670965195
83,0.1417533978819847,0.14310994744300842,0.14344600588083267,0.1446077898144722
84,1.4444604590535164,1.4409027621150017,1.439227655529976,1.3895846605300903
85,1.2811452746391296,1.2423331588506699,1.2486464902758598,1.249593161046505
86,0.29574716091156006,0.2858593314886093,0.2861146703362465,0.28758232295513153
87,0.29624101519584656,0.29779691994190216,0.3093236982822418,0.2858540192246437
88,0.4632366895675659,0.40618616342544556,0.41021059453487396,0.44505495578050613
89,0.4272708371281624,0.44132329523563385,0.4148935228586197,0.4046288803219795
90,1.7178499102592468,1.7186712250113487,1.698995403945446,1.7004946768283844
91,0.46667638421058655,0.4557146281003952,0.41221389919519424,0.40830159187316895
92,0.47219622135162354,0.5125199928879738,0.47823795676231384,0.4638804718852043
93,0.24622275680303574,0.24879207462072372,0.2176240012049675,0.26653922349214554
94,0.7985454648733139,0.8116334900259972,0.8198130875825882,0.770199827849865
95,0.1756601482629776,0.19795892387628555,0.15773267298936844,0.172773540019989
96,0.1408812254667282,0.1450769007205963,0.14498921483755112,0.14807938039302826
97,1.3594413995742798,1.360361859202385,1.3247233927249908,1.2793984785676003
98,0.436312772333622,0.44009069353342056,0.4296376407146454,0.4399562478065491
99,0.4189157485961914,0.40426234155893326,0.45096998661756516,0.407633900642395
100,0.42845768481492996,0.45444728434085846,0.4449814334511757,0.4613398313522339
101,0.41497645527124405,0.41782037168741226,0.4043946713209152,0.3958907127380371
102,0.7735528871417046,0.8230372667312622,0.7618327587842941,0.7757938280701637
103,0.3857993930578232,0.40255237370729446,0.42206818610429764,0.4169112369418144
104,0.28057900071144104,0.30281174927949905,0.2847280278801918,0.28178130090236664
105,,,,
106,0.1713288277387619,0.2010445073246956,0.18395300209522247,0.17714319378137589
107,0.4298923909664154,0.4305577799677849,0.4342532828450203,0.43343838304281235
108,0.17322023212909698,0.18254504352808,0.17079105228185654,0.17974475026130676
109,0.18303223699331284,0.18218202143907547,0.1870068535208702,0.18517405539751053
110,0.7362531051039696,0.7359441742300987,0.7524909377098083,0.7350254729390144
111,0.8089879527688026,0.8559664562344551,0.7877481356263161,0.785052478313446
112,1.4762594103813171,1.432471439242363,1.3634900152683258,1.466408148407936
113,,,,
114,0.5171062052249908,0.4317813813686371,0.4365462437272072,0.4348662719130516
115,0.3298397734761238,0.3842323422431946,0.32264237850904465,0.32049650698900223
116,1.3280586078763008,1.3340745940804482,1.3115120083093643,1.3823096379637718
117,1.253745622932911,1.315905511379242,1.2290854305028915,1.3280888199806213
118,1.3223837539553642,1.3793831542134285,1.3108177557587624,1.316795751452446
119,0.1441679745912552,0.14363276958465576,0.14446331560611725,0.14546065032482147
120,0.8424037098884583,0.8059399127960205,0.7918461188673973,0.8328396528959274
121,0.18305444717407227,0.18921472877264023,0.18882900476455688,0.18625785410404205
122,1.3002258986234665,1.467992179095745,1.3130437433719635,1.4246831461787224
123,0.6619408428668976,0.6358767300844193,0.6142086759209633,0.650564968585968
124,1.3871633484959602,1.3275501430034637,1.3279112800955772,1.391736626625061
125,0.7953909039497375,0.8169037476181984,0.855204276740551,0.8824789747595787
126,0.39330875873565674,0.3791496083140373,0.42450329661369324,0.4723018705844879
127,0.6441642865538597,0.6131632849574089,0.680464893579483,0.6407991200685501
128,1.7165526524186134,1.6991320177912712,1.7040388360619545,1.699424684047699
129,1.534143403172493,1.5274904444813728,1.515290379524231,1.5394124686717987
130,1.4650506228208542,1.4301027804613113,1.4697177559137344,1.2865750715136528
131,0.17866945266723633,0.1657121628522873,0.16274312883615494,0.1578851044178009
132,1.3348254561424255,1.3599532768130302,1.347843125462532,1.4104212075471878
133,0.4820990115404129,0.48561304062604904,0.48882365226745605,0.5311026200652122
134,1.3787356615066528,1.3550142347812653,1.3995371460914612,1.3629060238599777
135,0.75391835719347,0.6630567982792854,0.6494603231549263,0.7325824648141861
