timestamp,dataset,query_type,query_index,query_hash,num_tables,num_joins,query_depth,complexity_score,has_aggregates,has_group_by,has_order_by,has_limit,has_distinct,has_window_functions,has_outer_joins,estimated_join_complexity,has_subqueries,has_correlated_subqueries,has_large_tables,all_tables_small,has_complex_expressions,has_user_functions,has_text_operations,has_numeric_heavy_ops,num_aggregate_funcs,analytical_pattern,transactional_pattern,etl_pattern,command_type,postgres_time_ms,duckdb_time_ms,log_time_difference,optimal_engine,speedup_ratio
2025-09-12T12:43:03.331264,tpcds_sf1,AP,1,737223,4,3,2,17,False,False,False,False,False,False,False,3,False,False,True,False,False,False,False,False,0,False,False,False,1,421.6498660389334,377.0296240109019,0.11185150567465957,duckdb,1.1183467801637288
2025-09-12T12:44:06.529341,tpcds_sf1,TP,2,486721,1,0,1,2,False,False,True,True,False,False,False,0,False,False,False,True,False,False,False,False,0,False,True,False,1,12.641173030715436,10.55246003670618,0.1806001759008782,duckdb,1.1979361197999119
