timestamp,dataset,query_type,query_index,query_hash,num_tables,num_joins,query_depth,complexity_score,has_aggregates,has_group_by,has_order_by,has_limit,has_distinct,has_window_functions,has_outer_joins,estimated_join_complexity,has_subqueries,has_correlated_subqueries,has_large_tables,all_tables_small,has_complex_expressions,has_user_functions,has_text_operations,has_numeric_heavy_ops,num_aggregate_funcs,analytical_pattern,transactional_pattern,etl_pattern,command_type,postgres_time_ms,duckdb_time_ms,log_time_difference,optimal_engine,speedup_ratio
2025-09-12T12:45:07.356462,Carcinogenesis,AP,0,160386,8,7,5,41,True,True,False,False,False,False,True,7,False,False,True,False,False,False,False,True,2,True,False,True,1,41.129429009743035,95.74690298177302,-0.8449843831275179,postgres,2.327941459121443
2025-09-12T12:45:07.366278,Carcinogenesis,AP,1,957941,1,0,3,6,True,False,True,False,False,False,False,0,False,False,False,True,False,False,True,True,2,False,False,False,1,0.2832349855452776,2.241970971226692,-2.068833765115452,postgres,7.915586299872173
2025-09-12T12:45:07.433751,Carcinogenesis,AP,2,292331,8,7,2,37,False,False,False,False,False,False,True,7,False,False,True,False,False,False,True,False,0,False,False,True,1,5.9669530019164085,50.15239701606333,-2.1288298980210243,postgres,8.405026317444744
2025-09-12T12:45:07.486064,Carcinogenesis,AP,4,238463,6,5,4,33,True,False,True,True,False,False,True,5,False,False,True,False,False,False,True,True,3,False,False,True,1,1.2171269627287984,45.10170704452321,-3.6124269630937382,postgres,37.055877016646804
2025-09-12T12:45:07.538128,Carcinogenesis,TP,0,16652,5,4,1,22,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,False,0,False,False,False,1,0.45076600508764386,35.91239597881213,-4.377889437630757,postgres,79.66970794931522
2025-09-12T12:45:07.562628,Carcinogenesis,TP,1,190547,3,2,1,12,False,False,True,True,False,False,False,2,False,False,False,False,False,False,False,False,0,False,False,False,1,2.0820549689233303,20.58345702243969,-2.291132324184558,postgres,9.886125644936156
2025-09-12T12:45:07.586040,Carcinogenesis,TP,3,30639,3,2,1,12,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,False,0,False,False,False,1,0.2986289910040796,21.15671301726252,-4.26051056429895,postgres,70.84614573463665
2025-09-12T12:45:07.598269,Carcinogenesis,TP,4,459116,1,0,1,2,False,False,True,True,False,False,False,0,False,False,False,True,False,False,False,False,0,False,True,False,1,0.27923000743612647,10.604674986097962,-3.6370143776930592,postgres,37.97827849330903
